species,family,order,length,length.measurement
Poropuntius_opisthoptera,Cyprinidae,Cypriniformes,28.6,SL
Potamarius_izabalensis,Ariidae,Siluriformes,44,SL
Potamarius_nelsoni,Ariidae,Siluriformes,NA,NA
Potamarius_usumacintae,Ariidae,Siluriformes,59.5,SL
Potamorrhaphis_eigenmanni,Belonidae,Beloniformes,22.8,SL
Potamorrhaphis_guianensis,Belonidae,Beloniformes,29.1,TL
Potamorrhaphis_petersi,Belonidae,Beloniformes,24.6,SL
Potamothrissa_obtusirostris,Clupeidae,Clupeiformes,6,SL
Premnas_biaculeatus,Pomacentridae,Perciformes,17,TL
Priacanthus_arenatus,Priacanthidae,Perciformes,50,TL
Priacanthus_hamrur,Priacanthidae,Perciformes,45,TL
Priacanthus_tayenus,Priacanthidae,Perciformes,35,TL
Priapella_chamulae,Poeciliidae,Cyprinodontiformes,4.8,SL
Priapella_compressa,Poeciliidae,Cyprinodontiformes,4.5,TL
Priapella_intermedia,Poeciliidae,Cyprinodontiformes,5,TL
Priapella_olmecae,Poeciliidae,Cyprinodontiformes,5,TL
Priapichthys_annectens,Poeciliidae,Cyprinodontiformes,4,TL
Priapichthys_panamensis,Poeciliidae,Cyprinodontiformes,3.5,SL
Priapichthys_puetzi,Poeciliidae,Cyprinodontiformes,2.6,SL
Prietella_lundbergi,Ictaluridae,Siluriformes,NA,NA
Prietella_phreatophila,Ictaluridae,Siluriformes,NA,NA
Prionodraco_evansii,Bathydraconidae,Perciformes,15,SL
Prionotus_scitulus,Triglidae,Scorpaeniformes,25,TL
Prionotus_stephanophrys,Triglidae,Scorpaeniformes,43,TL
Prionurus_laticlavius,Acanthuridae,Perciformes,60,TL
Prionurus_maculatus,Acanthuridae,Perciformes,45,TL
Prionurus_microlepidotus,Acanthuridae,Perciformes,70,TL
Prionurus_scalprum,Acanthuridae,Perciformes,50,TL
Pristella_maxillaris,Characidae,Characiformes,4.5,TL
Pristigenys_alta,Priacanthidae,Perciformes,30,TL
Pristigenys_serrula,Priacanthidae,Perciformes,34,TL
Pristipomoides_aquilonaris,Lutjanidae,Perciformes,56,TL
Pristobrycon_calmoni,Characidae,Characiformes,15,TL
Pristobrycon_striolatus,Characidae,Characiformes,15,TL
Pristolepis_fasciata,Nandidae,Perciformes,20,TL
Pristolepis_marginata,Nandidae,Perciformes,15,SL
Pristotis_obtusirostris,Pomacentridae,Perciformes,14,TL
Probarbus_jullieni,Cyprinidae,Cypriniformes,150,SL
Prochilodus_nigricans,Curimatidae,Characiformes,37,TL
Procottus_jeittelesii,Abyssocottidae,Scorpaeniformes,28,TL
Procottus_major,Abyssocottidae,Scorpaeniformes,16.7,TL
Procypris_rabaudi,Cyprinidae,Cypriniformes,NA,NA
Prodontocharax_sp,Characidae,Characiformes,NA,NA
Profundulus_guatemalensis,Profundulidae,Cyprinodontiformes,7.5,TL
Profundulus_labialis,Profundulidae,Cyprinodontiformes,11.5,TL
Profundulus_punctatus,Profundulidae,Cyprinodontiformes,10,TL
Prognathodes_aculeatus,Chaetodontidae,Perciformes,10,TL
Prognathodes_aya,Chaetodontidae,Perciformes,15,TL
Prognathodes_falcifer,Chaetodontidae,Perciformes,15,TL
Prognathodes_marcellae,Chaetodontidae,Perciformes,11.6,TL
Prognichthys_gibbifrons,Exocoetidae,Beloniformes,19.5,SL
Prognichthys_glaphyrae,Exocoetidae,Beloniformes,20.1,SL
Prognichthys_occidentalis,Exocoetidae,Beloniformes,17.9,SL
Prognichthys_sealei,Exocoetidae,Beloniformes,19,SL
Prognichthys_tringa,Exocoetidae,Beloniformes,16,SL
Promethichthys_prometheus,Gempylidae,Perciformes,100,SL
Pronotogrammus_multifasciatus,Serranidae,Perciformes,26,TL
Prosopium_coulterii,Salmonidae,Salmoniformes,28,TL
Prosopium_cylindraceum,Salmonidae,Salmoniformes,59,TL
Prosopium_williamsoni,Salmonidae,Salmoniformes,70,TL
Proterorhinus_marmoratus,Gobiidae,Perciformes,11.5,TL
Proterorhinus_semipellucidus,Gobiidae,Perciformes,NA,NA
Protochondrostoma_genei,Cyprinidae,Cypriniformes,30,TL
Protogobius_attiti,Rhyacichthyidae,Perciformes,8,SL
Protomelas_fenestratus,Cichlidae,Perciformes,14,TL
Protomyctophum_thompsoni,Myctophidae,Myctophiformes,5.2,SL
Protonibea_diacanthus,Sciaenidae,Perciformes,150,SL
Protosalanx_chinensis,Osmeridae,Osmeriformes,17,TL
Prototroctes_maraena,Retropinnidae,Osmeriformes,33,TL
Psednos_groenlandicus,Liparidae,Scorpaeniformes,5.3,SL
Psednos_melanocephalus,Liparidae,Scorpaeniformes,NA,NA
Psednos_micruroides,Liparidae,Scorpaeniformes,3.1,SL
Psenes_arafurensis,Nomeidae,Perciformes,25,TL
Psenes_cyanophrys,Nomeidae,Perciformes,23,SL
Psenes_maculatus,Nomeidae,Perciformes,30,SL
Psenes_pellucidus,Nomeidae,Perciformes,80,TL
Psenopsis_anomala,Centrolophidae,Perciformes,30,TL
Psephurus_gladius,Polyodontidae,Acipenseriformes,300,TL
Psetta_maeotica,Scophthalmidae,Pleuronectiformes,45,TL
Psetta_maxima,Scophthalmidae,Pleuronectiformes,100,SL
Psettichthys_melanostictus,Pleuronectidae,Pleuronectiformes,63,TL
Psettodes_belcheri,Psettodidae,Pleuronectiformes,80,TL
Psettodes_erumei,Psettodidae,Pleuronectiformes,64,TL
Pseudacanthicus_sp,Loricariidae,Siluriformes,NA,NA
Pseudaesopia_japonica,Soleidae,Pleuronectiformes,15,SL
Pseudanthias_lori,Serranidae,Perciformes,12,TL
Pseudanthias_pleurotaenia,Serranidae,Perciformes,20,TL
Pseudanthias_squamipinnis,Serranidae,Perciformes,15,TL
Pseudanthias_tuka,Serranidae,Perciformes,12,TL
Pseudaphritis_urvillii,Bovichthyidae,Perciformes,36,TL
Pseudaphya_ferreri,Gobiidae,Perciformes,3.5,TL
Pseudapocryptes_elongatus,Gobiidae,Perciformes,20,TL
Pseudecheneis_sulcata,Sisoridae,Siluriformes,20,TL
Pseudeutropius_brachypopterus,Schilbeidae,Siluriformes,11.5,TL
Pseudexostoma_yunnanense,Sisoridae,Siluriformes,NA,NA
Pseudobagrus_aurantiacus,Bagridae,Siluriformes,16.5,SL
Pseudobagrus_brevicaudatus,Bagridae,Siluriformes,NA,NA
Pseudobagrus_koreanus,Bagridae,Siluriformes,NA,NA
Pseudobagrus_kyphus,Bagridae,Siluriformes,7.3,SL
Pseudobagrus_nitidus,Bagridae,Siluriformes,NA,NA
Pseudobagrus_ondon,Bagridae,Siluriformes,NA,NA
Pseudobagrus_pratti,Bagridae,Siluriformes,19.8,SL
Pseudobagrus_tenuis,Bagridae,Siluriformes,22.7,SL
Pseudobagrus_tokiensis,Bagridae,Siluriformes,11.3,SL
Pseudobagrus_truncatus,Bagridae,Siluriformes,15.7,SL
Pseudobalistes_flavimarginatus,Balistidae,Tetraodontiformes,60,TL
Pseudobalistes_fuscus,Balistidae,Tetraodontiformes,55,TL
Pseudobalistes_naufragium,Balistidae,Tetraodontiformes,100,TL
Pseudobarbus_afer,Cyprinidae,Cypriniformes,11,SL
Pseudobarbus_asper,Cyprinidae,Cypriniformes,12,TL
Pseudobarbus_burchelli,Cyprinidae,Cypriniformes,13.5,SL
Pseudobarbus_burgi,Cyprinidae,Cypriniformes,12,SL
Pseudobarbus_phlegethon,Cyprinidae,Cypriniformes,7.1,SL
Pseudobarbus_quathlambae,Cyprinidae,Cypriniformes,13,SL
Pseudobarbus_tenuis,Cyprinidae,Cypriniformes,8,SL
Pseudobathylagus_milleri,Microstomatidae,Osmeriformes,16.5,TL
Pseudobrama_simoni,Cyprinidae,Cypriniformes,NA,NA
Pseudocaranx_chilensis,Carangidae,Perciformes,NA,NA
Pseudocaranx_dentex,Carangidae,Perciformes,122,TL
Pseudocaranx_wrighti,Carangidae,Perciformes,70,SL
Pseudocetopsis_sp,Cetopsidae,Siluriformes,NA,NA
Pseudochaenichthys_georgianus,Channichthyidae,Perciformes,60,TL
Pseudochalceus_kyburzi,Characidae,Characiformes,7.8,SL
Pseudocheilinus_octotaenia,Labridae,Perciformes,14,SL
Pseudochondrostoma_duriense,Cyprinidae,Cypriniformes,NA,NA
Pseudochondrostoma_polylepis,Cyprinidae,Cypriniformes,40,SL
Pseudochondrostoma_willkommii,Cyprinidae,Cypriniformes,40,SL
Pseudochromis_bitaeniatus,Pseudochromidae,Perciformes,12,TL
Pseudochromis_flavivertex,Pseudochromidae,Perciformes,7.2,TL
Pseudocoris_heteroptera,Labridae,Perciformes,20,TL
Pseudocoris_yamashiroi,Labridae,Perciformes,16,TL
Pseudocorynopoma_doriae,Characidae,Characiformes,6.2,SL
Pseudocorynopoma_heterandria,Characidae,Characiformes,5.6,SL
Pseudocrenilabrus_multicolor_multicolor,Cichlidae,Perciformes,8,TL
Pseudocrenilabrus_nicholsi,Cichlidae,Perciformes,8.5,SL
Pseudocrenilabrus_philander_philander,Cichlidae,Perciformes,13,TL
Pseudocrossocheilus_bamaensis,Cyprinidae,Cypriniformes,15.9,TL
Pseudocrossocheilus_liuchengensis,Cyprinidae,Cypriniformes,6.7,SL
Pseudocrossocheilus_longibullus,Cyprinidae,Cypriniformes,10.4,SL
Pseudocrossocheilus_nigrovittatus,Cyprinidae,Cypriniformes,9.7,SL
Pseudocrossocheilus_papillolabrus,Cyprinidae,Cypriniformes,12.9,SL
Pseudocrossocheilus_tridentis,Cyprinidae,Cypriniformes,12.7,SL
Pseudocyttus_maculatus,Oreosomatidae,Zeiformes,68,TL
Pseudodax_moluccanus,Labridae,Perciformes,30,TL
Pseudogastromyzon_changtingensis_tungpeiensis,Balitoridae,Cypriniformes,6.2,SL
Pseudogastromyzon_cheni,Balitoridae,Cypriniformes,5,TL
Pseudogastromyzon_fangi,Balitoridae,Cypriniformes,10,TL
Pseudogastromyzon_fasciatus,Balitoridae,Cypriniformes,8.2,SL
Pseudogastromyzon_myersi,Balitoridae,Cypriniformes,6,TL
Pseudogobio_guilinensis,Cyprinidae,Cypriniformes,20,TL
Pseudogobio_vaillanti,Cyprinidae,Cypriniformes,NA,NA
Pseudogobius_olorum,Gobiidae,Perciformes,6,SL
Pseudogramma_gregoryi,Serranidae,Perciformes,7.5,TL
Pseudogramma_polyacantha,Serranidae,Perciformes,8.6,SL
Pseudogramma_thaumasia,Serranidae,Perciformes,8.4,SL
Pseudogyrinocheilus_prochilus,Cyprinidae,Cypriniformes,20.6,SL
Pseudohemiodon_sp,Loricariidae,Siluriformes,NA,NA
Pseudojuloides_atavai,Labridae,Perciformes,13,TL
Pseudojuloides_cerasinus,Labridae,Perciformes,12.3,TL
Pseudolabrus_gayi,Labridae,Perciformes,9.7,SL
Pseudolabrus_japonicus,Labridae,Perciformes,25,TL
Pseudolais_pleurotaenia,Pangasiidae,Siluriformes,35,SL
Pseudolaubuca_sinensis,Cyprinidae,Cypriniformes,NA,NA
Pseudolithoxus_dumus,Loricariidae,Siluriformes,10.1,SL
Pseudomugil_gertrudae,Pseudomugilidae,Atheriniformes,3.8,SL
Pseudomugil_mellis,Pseudomugilidae,Atheriniformes,3.5,SL
Pseudomugil_signifer,Pseudomugilidae,Atheriniformes,7,SL
Pseudomystus_fuscus,Bagridae,Siluriformes,5.1,TL
Pseudomystus_siamensis,Bagridae,Siluriformes,15,SL
Pseudomystus_stenomus,Bagridae,Siluriformes,12,TL
Pseudopentaceros_pectoralis,Pentacerotidae,Perciformes,53,TL
Pseudopentaceros_richardsoni,Pentacerotidae,Perciformes,56,TL
Pseudophoxinus_alii,Cyprinidae,Cypriniformes,9.8,SL
Pseudophoxinus_anatolicus,Cyprinidae,Cypriniformes,NA,NA
Pseudophoxinus_antalyae,Cyprinidae,Cypriniformes,NA,NA
Pseudophoxinus_battalgilae,Cyprinidae,Cypriniformes,6,SL
Pseudophoxinus_callensis,Cyprinidae,Cypriniformes,10.7,TL
Pseudophoxinus_crassus,Cyprinidae,Cypriniformes,NA,NA
Pseudophoxinus_egridiri,Cyprinidae,Cypriniformes,4,TL
Pseudophoxinus_handlirschi,Cyprinidae,Cypriniformes,12,TL
Pseudophoxinus_kervillei,Cyprinidae,Cypriniformes,10,TL
Pseudophoxinus_maeandri,Cyprinidae,Cypriniformes,7,TL
Pseudophoxinus_ninae,Cyprinidae,Cypriniformes,7.5,SL
Pseudophoxinus_punicus,Cyprinidae,Cypriniformes,7.2,TL
Pseudophoxinus_zekayi,Cyprinidae,Cypriniformes,8.7,SL
Pseudophoxinus_zeregi,Cyprinidae,Cypriniformes,NA,NA
Pseudophycis_bachus,Moridae,Gadiformes,90,TL
Pseudophycis_barbata,Moridae,Gadiformes,63,TL
Pseudopimelodus_bufonius,Pseudopimelodidae,Siluriformes,24.5,SL
Pseudopimelodus_charus,Pseudopimelodidae,Siluriformes,20.2,SL
Pseudopimelodus_mangurus,Pseudopimelodidae,Siluriformes,69,TL
Pseudopimelodus_pulcher,Pseudopimelodidae,Siluriformes,8.7,TL
Pseudopleuronectes_americanus,Pleuronectidae,Pleuronectiformes,64,TL
Pseudopleuronectes_herzensteini,Pleuronectidae,Pleuronectiformes,50,SL
Pseudopleuronectes_obscurus,Pleuronectidae,Pleuronectiformes,56,TL
Pseudopleuronectes_schrenki,Pleuronectidae,Pleuronectiformes,50,SL
Pseudopleuronectes_yokohamae,Pleuronectidae,Pleuronectiformes,45,SL
Pseudopoecilia_festae,Poeciliidae,Cyprinodontiformes,3.5,TL
Pseudorasbora_elongata,Cyprinidae,Cypriniformes,11.7,SL
Pseudorasbora_parva,Cyprinidae,Cypriniformes,11,TL
Pseudorasbora_pumila,Cyprinidae,Cypriniformes,8,TL
Pseudorhombus_arsius,Paralichthyidae,Pleuronectiformes,45,TL
Pseudorhombus_cinnamoneus,Paralichthyidae,Pleuronectiformes,35,SL
Pseudorhombus_pentophthalmus,Paralichthyidae,Pleuronectiformes,18,SL
Pseudorinelepis_genibarbis,Loricariidae,Siluriformes,35.6,SL
Pseudoscaphirhynchus_hermanni,Acipenseridae,Acipenseriformes,27.5,TL
Pseudoscaphirhynchus_kaufmanni,Acipenseridae,Acipenseriformes,75,TL
Pseudosimochromis_curvifrons,Cichlidae,Perciformes,14,TL
Pseudosphromenus_cupanus,Osphronemidae,Perciformes,7.5,TL
Pseudosphromenus_dayi,Osphronemidae,Perciformes,7.5,TL
Pseudostegophilus_nemurus,Trichomycteridae,Siluriformes,15,TL
Pseudotocinclus_juquiae,Loricariidae,Siluriformes,NA,NA
Pseudotolithus_elongatus,Sciaenidae,Perciformes,47,TL
Pseudotolithus_senegalensis,Sciaenidae,Perciformes,114,TL
Pseudotolithus_senegallus,Sciaenidae,Perciformes,230,TL
Pseudotolithus_typus,Sciaenidae,Perciformes,140,TL
Pseudotriacanthus_strigilifer,Triacanthidae,Tetraodontiformes,25,TL
Pseudotrichonotus_altivelis,Pseudotrichonotidae,Aulopiformes,9,SL
Pseudotylosurus_angusticeps,Belonidae,Beloniformes,NA,NA
Pseudotylosurus_microps,Belonidae,Beloniformes,NA,NA
Pseudupeneus_grandisquamis,Mullidae,Perciformes,30,TL
Pseudupeneus_maculatus,Mullidae,Perciformes,30,TL
Pseudupeneus_prayensis,Mullidae,Perciformes,55,SL
Psilorhynchus_balitora,Psilorhynchidae,Cypriniformes,5.6,SL
Psilorhynchus_homaloptera,Cyprinidae,Cypriniformes,7.8,SL
Psilorhynchus_sucatio,Cyprinidae,Cypriniformes,8.2,TL
Psilotris_batrachodes,Gobiidae,Perciformes,1.9,SL
Psychrolutes_phrictus,Psychrolutidae,Scorpaeniformes,70,TL
Pteragogus_cryptus,Labridae,Perciformes,9.5,TL
Pteragogus_enneacanthus,Labridae,Perciformes,NA,NA
Ptereleotris_calliura,Microdesmidae,Perciformes,12.5,TL
Ptereleotris_evides,Microdesmidae,Perciformes,14,TL
Ptereleotris_heteroptera,Microdesmidae,Perciformes,14,TL
Ptereleotris_microlepis,Microdesmidae,Perciformes,13,TL
Ptereleotris_zebra,Microdesmidae,Perciformes,12,SL
Pterengraulis_atherinoides,Engraulidae,Clupeiformes,30,TL
Pterobunocephalus_sp,Aspredinidae,Siluriformes,NA,NA
Pterocaesio_digramma,Caesionidae,Perciformes,30,TL
Pterocaesio_marri,Caesionidae,Perciformes,35,TL
Pterocaesio_pisang,Caesionidae,Perciformes,21,TL
Pterochromis_congicus,Cichlidae,Perciformes,15.2,SL
Pterocryptis_anomala,Siluridae,Siluriformes,17.1,SL
Pterocryptis_cochinchinensis,Siluridae,Siluriformes,23.5,SL
Pterocryptis_furnessi,Siluridae,Siluriformes,17.5,TL
Pterodoras_granulosus,Doradidae,Siluriformes,70,TL
Pterogobius_elapoides,Gobiidae,Perciformes,8.3,SL
Pterogobius_virgo,Gobiidae,Perciformes,NA,NA
Pterogobius_zacalles,Gobiidae,Perciformes,NA,NA
Pterogobius_zonoleucus,Gobiidae,Perciformes,6.7,SL
Pterogymnus_laniarius,Sparidae,Perciformes,45,TL
Pterois_antennata,Scorpaenidae,Scorpaeniformes,20,TL
Pterois_lunulata,Scorpaenidae,Scorpaeniformes,35,TL
Pterois_miles,Scorpaenidae,Scorpaeniformes,35,SL
Pterois_mombasae,Scorpaenidae,Scorpaeniformes,20,SL
Pterois_radiata,Scorpaenidae,Scorpaeniformes,24,TL
Pterois_volitans,Scorpaenidae,Scorpaeniformes,38,TL
Pterolebias_hoignei,Rivulidae,Cyprinodontiformes,10,TL
Pterolebias_longipinnis,Rivulidae,Cyprinodontiformes,12,TL
Pterolebias_phasianus,Rivulidae,Cyprinodontiformes,7,TL
Pteronotropis_euryzonus,Cyprinidae,Cypriniformes,7,TL
Pteronotropis_hubbsi,Cyprinidae,Cypriniformes,6,TL
Pteronotropis_hypselopterus,Cyprinidae,Cypriniformes,5.8,SL
Pterophyllum_scalare,Cichlidae,Perciformes,7.5,SL
Pterothrissus_gissu,Albulidae,Albuliformes,50,TL
Pterycombus_brama,Bramidae,Perciformes,46,TL
Pterygoplichthys_joselimaianus,Loricariidae,Siluriformes,NA,NA
Pterygoplichthys_multiradiatus,Loricariidae,Siluriformes,50,TL
Pterygoplichthys_scrophus,Loricariidae,Siluriformes,27.5,SL
Pterygoplichthys_zuliaensis,Loricariidae,Siluriformes,NA,NA
Ptilichthys_goodei,Ptilichthyidae,Perciformes,40,TL
Ptychidio_jordani,Cyprinidae,Cypriniformes,NA,NA
Ptychobarbus_chungtienensis,Cyprinidae,Cypriniformes,NA,NA
Ptychobarbus_conirostris,Cyprinidae,Cypriniformes,30,TL
Ptychobarbus_dipogon,Cyprinidae,Cypriniformes,34.5,SL
Ptychobarbus_kaznakovi,Cyprinidae,Cypriniformes,NA,NA
Ptychocheilus_grandis,Cyprinidae,Cypriniformes,140,TL
Ptychocheilus_lucius,Cyprinidae,Cypriniformes,180,TL
Ptychocheilus_oregonensis,Cyprinidae,Cypriniformes,63,TL
Ptychocheilus_umpquae,Cyprinidae,Cypriniformes,44,TL
Ptychochromis_grandidieri,Cichlidae,Perciformes,21.3,SL
Ptychochromis_inornatus,Cichlidae,Perciformes,12.2,SL
Ptychochromis_oligacanthus,Cichlidae,Perciformes,25,TL
Ptychochromoides_betsileanus,Cichlidae,Perciformes,24,SL
Ptychochromoides_vondrozo,Cichlidae,Perciformes,20.4,SL
Pugnaso_curtirostris,Syngnathidae,Syngnathiformes,18.2,SL
Pungitius_pungitius,Gasterosteidae,Gasterosteiformes,9,TL
Pungitius_sinensis,Gasterosteidae,Gasterosteiformes,6.5,SL
Pungtungia_herzi,Cyprinidae,Cypriniformes,11.8,SL
Pungu_maclareni,Cichlidae,Perciformes,10,SL
Puntioplites_bulu,Cyprinidae,Cypriniformes,35,TL
Puntioplites_falcifer,Cyprinidae,Cypriniformes,40,NULL
Puntioplites_proctozystron,Cyprinidae,Cypriniformes,30,TL
Puntioplites_waandersi,Cyprinidae,Cypriniformes,50,TL
Puntius_arulius,Cyprinidae,Cypriniformes,12,TL
Puntius_bandula,Cyprinidae,Cypriniformes,4.1,SL
Puntius_bimaculatus,Cyprinidae,Cypriniformes,7,TL
Puntius_binotatus,Cyprinidae,Cypriniformes,20,SL
Puntius_bramoides,Cyprinidae,Cypriniformes,NA,NA
Puntius_brevis,Cyprinidae,Cypriniformes,12,SL
Puntius_chalakkudiensis,Cyprinidae,Cypriniformes,12.5,TL
Puntius_chola,Cyprinidae,Cypriniformes,15,TL
Puntius_conchonius,Cyprinidae,Cypriniformes,14,TL
Puntius_cumingii,Cyprinidae,Cypriniformes,5,TL
Puntius_denisonii,Cyprinidae,Cypriniformes,15,TL
Puntius_dorsalis,Cyprinidae,Cypriniformes,25,TL
Puntius_everetti,Cyprinidae,Cypriniformes,15,TL
Puntius_fasciatus,Cyprinidae,Cypriniformes,7.5,TL
Puntius_filamentosus,Cyprinidae,Cypriniformes,18,TL
Puntius_gelius,Cyprinidae,Cypriniformes,5.1,TL
Puntius_johorensis,Cyprinidae,Cypriniformes,12,TL
Puntius_lineatus,Cyprinidae,Cypriniformes,5.3,SL
Puntius_mahecola,Cyprinidae,Cypriniformes,8.9,SL
Puntius_martenstyni,Cyprinidae,Cypriniformes,25,TL
Puntius_melanomaculatus,Cyprinidae,Cypriniformes,NA,NA
Puntius_nigrofasciatus,Cyprinidae,Cypriniformes,6,TL
Puntius_oligolepis,Cyprinidae,Cypriniformes,5,TL
Puntius_parvus,Cyprinidae,Cypriniformes,NA,NA
Puntius_phutunio,Cyprinidae,Cypriniformes,8,TL
Puntius_pleurotaenia,Cyprinidae,Cypriniformes,16,TL
Puntius_reval,Cyprinidae,Cypriniformes,3.4,SL
Puntius_sarana,Cyprinidae,Cypriniformes,42,TL
Puntius_sealei,Cyprinidae,Cypriniformes,13.7,TL
Puntius_semifasciolatus,Cyprinidae,Cypriniformes,7,TL
Puntius_singhala,Cyprinidae,Cypriniformes,9.1,SL
Puntius_snyderi,Cyprinidae,Cypriniformes,NA,NA
Puntius_sophore,Cyprinidae,Cypriniformes,18,TL
Puntius_srilankensis,Cyprinidae,Cypriniformes,10,TL
Puntius_tetrazona,Cyprinidae,Cypriniformes,7,TL
Puntius_ticto,Cyprinidae,Cypriniformes,10,TL
Puntius_titteya,Cyprinidae,Cypriniformes,5,TL
Puntius_vittatus,Cyprinidae,Cypriniformes,5,TL
Pygocentrus_cariba,Characidae,Characiformes,27.9,TL
Pygocentrus_nattereri,Characidae,Characiformes,50,SL
Pygoplites_diacanthus,Pomacanthidae,Perciformes,25,SL
Pygopristis_denticulata,Characidae,Characiformes,20,TL
Pylodictis_olivaris,Ictaluridae,Siluriformes,155,TL
Qianlabeo_striatus,Cyprinidae,Cypriniformes,6.9,SL
Quietula_y-cauda,Gobiidae,Perciformes,7,TL
Quintana_atrizona,Poeciliidae,Cyprinodontiformes,2,SL
Rachovia_maculipinnis,Rivulidae,Cyprinodontiformes,6,TL
Rachoviscus_crassiceps,Characidae,Characiformes,3.9,SL
Rachoviscus_graciliceps,Characidae,Characiformes,NA,NA
Rachycentron_canadum,Rachycentridae,Perciformes,200,TL
Racovitzia_glacialis,Bathydraconidae,Perciformes,24,SL
Radulinus_asprellus,Cottidae,Scorpaeniformes,15,TL
Raiamas_bola,Cyprinidae,Cypriniformes,35,TL
Raiamas_buchholzi,Cyprinidae,Cypriniformes,14,TL
Raiamas_guttatus,Cyprinidae,Cypriniformes,30,SL
Raiamas_senegalensis,Cyprinidae,Cypriniformes,24.5,TL
Raniceps_raninus,Ranicipitidae,Gadiformes,27.5,TL
Ranzania_laevis,Molidae,Tetraodontiformes,100,TL
Rasbora_argyrotaenia,Cyprinidae,Cypriniformes,12,TL
Rasbora_aurotaenia,Cyprinidae,Cypriniformes,15,SL
Rasbora_bankanensis,Cyprinidae,Cypriniformes,6,SL
Rasbora_borapetensis,Cyprinidae,Cypriniformes,6,SL
Rasbora_caudimaculata,Cyprinidae,Cypriniformes,17,SL
Rasbora_cephalotaenia,Cyprinidae,Cypriniformes,13,TL
Rasbora_daniconius,Cyprinidae,Cypriniformes,15,TL
Rasbora_dusonensis,Cyprinidae,Cypriniformes,12,SL
Rasbora_einthovenii,Cyprinidae,Cypriniformes,9,TL
Rasbora_elegans,Cyprinidae,Cypriniformes,20,SL
Rasbora_hobelmani,Cyprinidae,Cypriniformes,6,SL
Rasbora_jacobsoni,Cyprinidae,Cypriniformes,3.5,TL
Rasbora_kalbarensis,Cyprinidae,Cypriniformes,2.5,SL
Rasbora_kalochroma,Cyprinidae,Cypriniformes,10,TL
Rasbora_kottelati,Cyprinidae,Cypriniformes,7,SL
Rasbora_meinkeni,Cyprinidae,Cypriniformes,3.9,SL
Rasbora_paviana,Cyprinidae,Cypriniformes,12,SL
Rasbora_rasbora,Cyprinidae,Cypriniformes,13,TL
Rasbora_rubrodorsalis,Cyprinidae,Cypriniformes,3.3,SL
Rasbora_steineri,Cyprinidae,Cypriniformes,10,TL
Rasbora_sumatrana,Cyprinidae,Cypriniformes,13,TL
Rasbora_trilineata,Cyprinidae,Cypriniformes,13,TL
Rasbora_tubbi,Cyprinidae,Cypriniformes,10.3,SL
Rasbora_vulcanus,Cyprinidae,Cypriniformes,NA,NA
Rasbora_vulgaris,Cyprinidae,Cypriniformes,NA,NA
Rasboroides_vaterifloris,Cyprinidae,Cypriniformes,4,TL
Rasbosoma_spilocerca,Cyprinidae,Cypriniformes,2.6,SL
Rastrelliger_brachysoma,Scombridae,Perciformes,34.5,FL
Rastrelliger_faughni,Scombridae,Perciformes,20,FL
Rathbunella_hypoplecta,Bathymasteridae,Perciformes,16,TL
Ratsirakia_legendrei,Eleotridae,Perciformes,17,TL
Rectoris_posehensis,Cyprinidae,Cypriniformes,14,OT
Redigobius_bikolanus,Gobiidae,Perciformes,4.2,SL
Regalecus_glesne,Regalecidae,Lampriformes,1100,TL
Relictus_solitarius,Cyprinidae,Cypriniformes,13,TL
Remora_australis,Echeneidae,Perciformes,76,TL
Remora_brachyptera,Echeneidae,Perciformes,50,TL
Remora_osteochir,Echeneidae,Perciformes,40,SL
Remora_remora,Echeneidae,Perciformes,86.4,TL
Remorina_albescens,Echeneidae,Perciformes,30,SL
Renova_oscari,Rivulidae,Cyprinodontiformes,4.7,SL
Retroculus_sp,Cichlidae,Perciformes,NA,NA
Retropinna_retropinna,Retropinnidae,Osmeriformes,8.6,FL
Retropinna_semoni,Retropinnidae,Osmeriformes,10,TL
Retropinna_tasmanica,Retropinnidae,Osmeriformes,7,TL
Rexea_antefurcata,Gempylidae,Perciformes,72.5,SL
Rexea_prometheoides,Gempylidae,Perciformes,40,SL
Rexea_solandri,Gempylidae,Perciformes,110,SL
Rhabdalestes_maunensis,Alestiidae,Characiformes,8.5,TL
Rhabdolichops_sp,Eigenmanniidae,Gymnotiformes,NA,NA
Rhabdosargus_holubi,Sparidae,Perciformes,40,TL
Rhabdosargus_sarba,Sparidae,Perciformes,80,TL
Rhabdosargus_thorpei,Sparidae,Perciformes,40,TL
Rhacochilus_toxotes,Embiotocidae,Perciformes,47,TL
Rhacochilus_vacca,Embiotocidae,Perciformes,44.2,SL
Rhadinesthes_decimus,Stomiidae,Stomiiformes,41,SL
Rhadinocentrus_ornatus,Melanotaeniidae,Atheriniformes,6,SL
Rhamdia_laticauda,Heptapteridae,Siluriformes,22.5,TL
Rhamdia_nicaraguensis,Pimelodidae,Siluriformes,26,TL
Rhamdia_quelen,Heptapteridae,Siluriformes,47.4,TL
Rhamphichthys_sp,Rhamphichthyidae,Gymnotiformes,NA,NA
Rhamphochromis_esox,Cichlidae,Perciformes,42,SL
Rhamphochromis_longiceps,Cichlidae,Perciformes,28,TL
Rhamphochromis_woodi,Cichlidae,Perciformes,42,TL
Rhamphocottus_richardsonii,Rhamphocottidae,Scorpaeniformes,8.9,TL
